.Name,.Symbol,AverageDailyVolume,BookValue,DividendYield,EBITDA,EPSEstimateCurrentYear,EPSEstimateNextQuarter,EPSEstimateNextYear,EarningsShare,FiftydayMovingAverage,MarketCapitalization,OneyrTargetChange,PEGRatio,PERatio,PercentChangeAfterHours,PercentChangeFromFiftydayMovingAverage,PercentChangeFromTwoHundreddayMovingAverage,PercentChangeFromYearHigh,PercentChangeFromYearLow,PriceBook,PriceEPSEstimateCurrentYear,PriceEPSEstimateNextYear,PriceSales,ShortRatio,TwoHundreddayMovingAverage,Volume
Northrop Grumman Corporation Co,NOC,935994,30.04,1.50,3650000000.0,11.87,2.90,13.34,12.19,241.11,42420000000.0,0.06153846153846154,2.69,19.93,-0.0018922254216372503,0.0077,0.0333,-0.0426,0.2194,8.09,20.47,18.21,1.73,2.02,235.14,434490
Norfolk Southern Corporation Co,NSC,2145200,42.73,2.19,4099999999.9999995,6.19,1.61,6.90,5.62,116.13,32860000000.0,0.0804841417086315,1.53,20.12,-0.008216273522395956,-0.026099999999999998,0.0355,-0.09519999999999999,0.4366,2.65,18.27,16.39,3.33,2.44,109.22,1613347
"NetApp, Inc.",NTAP,3053610,9.94,1.92,768000000.0,2.70,0.66,3.07,1.10,41.48,10770000000.0,0.07464186981653675,0.97,36.30,-0.004272430258859039,-0.0416,0.0621,-0.0786,0.7667,4.00,14.72,12.95,1.99,2.85,37.43,1107129
Northern Trust Corporation,NTRS,1137520,38.88,1.79,0.00,4.71,1.21,5.34,4.32,87.36,19610000000.0,0.06317981948622986,1.52,19.84,-0.00809997685720898,-0.018600000000000002,0.029500000000000002,-0.0594,0.3981,2.22,18.20,16.05,3.96,2.28,83.28,529770
Nucor Corporation Common Stock,NUE,3035100,24.7220,2.6500,2150000000.0,3.9300,1.1300,4.1900,2.4820,61.0563,18320000000.0,0.19262366719105062,0.5900,23.1466,-0.010312882363223252,-0.059067,-0.01763,-0.155149,0.282078,2.3141,14.6183,13.7112,1.1254,2.4700,58.4809,1582013
NVIDIA Corporation,NVDA,16014300,9.85,0.59,2130000000.0,2.88,0.62,3.38,2.57,102.65,58100000000.0,0.14602438778595173,2.84,38.38,-0.005845006550438403,-0.039,0.0374,-0.1843,1.8674000000000002,10.07,34.25,29.18,8.46,1.41,95.09,6288969
Newell Brands Inc. Common Stock,NWL,3927150,23.5210,1.6500,2390000000.0,3.0500,0.8500,3.4800,1.2480,47.8254,22240000000.0,0.2328383903593716,1.4400,36.9472,-0.003443081557994332,-0.035865999999999995,-0.036074999999999996,-0.168438,0.067487,1.9757,15.1181,13.2500,1.6901,5.2200,47.8358,857602
Realty Income Corporation Commo,O,1962520,24.49,4.12,997640000.0,1.24,0.31,1.31,1.13,59.77,16140000000.0,0.009221808768807627,6.35,54.92,-0.0019414334250121845,0.0384,0.051399999999999994,-0.1416,0.1772,2.52,50.05,47.37,14.57,7.12,59.03,1425589
"ONEOK, Inc. Common Stock",OKE,2937820,0.90,4.44,1670000000.0,1.90,0.43,2.25,1.66,54.50,11550000000.0,0.027752251424370655,1.57,33.02,0.0,0.0058,0.0182,-0.0782,0.6837000000000001,60.73,28.85,24.36,1.29,7.77,53.84,1187248
Omnicom Group Inc. Common Stock,OMC,1577410,9.21,2.60,2300000000.0,5.07,1.43,5.47,4.78,85.10,19580000000.0,-0.0070790298247649375,2.15,17.47,-0.016595102703957365,-0.018799999999999997,-0.013500000000000002,-0.0687,0.10439999999999999,9.35,16.47,15.27,1.31,10.47,84.64,4970914
Oracle Corporation Common Stock,ORCL,13382900,12.30,1.45,14540000000.0,2.63,0.59,2.83,2.11,43.92,182730000000.0,0.09392639421991422,1.91,21.01,-0.001806276811921359,0.011200000000000002,0.0926,-0.054900000000000004,0.1805,3.60,16.89,15.69,4.87,3.16,40.65,5368525
"O'Reilly Automotive, Inc.",ORLY,985940,17.5240,0,1920000000.0,12.3700,3.1600,14.0000,10.7300,266.5740,23510000000.0,0.2283914156329987,1.3700,23.9131,-0.007875566056310346,-0.037464,-0.053907,-0.12379799999999999,0.034537,14.4916,20.7427,18.3277,2.7082,6.5800,271.2070,310434
"Paychex, Inc.",PAYX,1931930,5.2800,3.1200,1340000000.0,2.2300,0.6200,2.3900,2.2000,60.7254,20870000000.0,0.019807096107474997,3.0800,26.4105,-0.005167068549776221,-0.043181000000000004,-0.016953,-0.078166,0.13794,10.9962,26.0552,24.3110,6.7141,7.9500,59.1052,725274
"People's United Financial, Inc.",PBCT,3587600,15.85,3.93,0.00,0.95,0.23,1.10,0.92,18.42,5360000000.0,0.05936073059360725,9.10,18.91,-0.006849315068493178,-0.0575,-0.0479,-0.1376,0.258,1.11,18.27,15.78,4.24,12.03,18.23,3292408
PACCAR Inc.,PCAR,1933560,19.33,1.49,2430000000.0,3.61,0.93,4.12,1.48,67.45,22510000000.0,0.05999387817569635,2.95,43.35,-0.016528925619834656,-0.0487,0.0002,-0.085,0.3319,3.38,17.77,15.57,1.35,4.97,64.15,1795822
Pacific Gas & Electric Co. Comm,PCG,2031950,35.392,2.950,5160000000.0,3.660,0.830,3.820,2.780,66.616,34299999999.999996,0.009039715471250709,4.900,24.300,0.00029638411381149865,0.0141,0.08603999999999999,-0.01076,0.198,1.907,18.458,17.685,1.940,2.480,62.203,1155227
The Priceline Group Inc.,PCLN,402426,199.6440,0,4150000000.0000005,74.3300,14.9800,86.7200,42.6500,1755.8300,86710000000.0,0.07259074146250488,1.3600,41.3466,-0.001140906176916201,0.00433,0.113095,-0.019635,0.5360130000000001,8.8688,23.6989,20.3348,8.1040,3.1700,1584.2600,220032
"Patterson Companies, Inc.",PDCO,956361,14.63,2.39,424750000.0,2.30,0.48,2.40,1.82,44.80,4139999999.9999995,-0.02096627164995446,2.62,23.98,-0.005925250683682881,-0.0246,0.0078000000000000005,-0.1329,0.1986,3.00,19.00,18.21,0.74,8.85,43.36,285639
Public Service Enterprise Group,PEG,2760160,26.007,3.880,3370000000.0,2.900,0.600,2.960,1.750,44.830,22930000000.0,0.023423817863397645,12.900,25.889,-0.004159369527145351,0.010589999999999999,0.052199999999999996,-0.041769999999999995,0.15339,1.756,15.622,15.306,2.552,2.850,43.057,2562079
"Pepsico, Inc. Common Stock",PEP,4017050,7.88,2.67,12110000000.0,5.13,1.46,5.53,4.36,111.18,162870000000.0,0.04871161313095662,3.42,26.18,0.0010589481115426125,0.0264,0.0718,-0.0042,0.1586,14.39,22.25,20.64,2.58,1.59,106.47,2472181
"Pfizer, Inc. Common Stock",PFE,24020700,9.806,3.780,19810000000.0,2.550,0.670,2.780,1.173,34.210,200910000000.0,0.12235294117647055,2.090,28.777,-0.007058823529411784,-0.01329,0.0288,-0.09722,0.13158,3.467,13.237,12.142,3.831,3.450,32.810,10636321
Principal Financial Group Inc C,PFG,1217510,35.55,2.93,1950000000.0,4.91,1.21,5.30,4.50,62.84,17940000000.0,-0.0033530257065303992,1.56,13.86,-0.009420405556442635,-0.0070999999999999995,0.0622,-0.035,0.6403,1.76,12.71,11.77,1.45,4.18,58.74,832435
Procter & Gamble Company (The),PG,9070610,20.35,3.06,17770000000.0,3.84,0.80,4.13,5.46,90.52,232000000000.0,0.0202456023896449,3.17,16.63,0.00011063170704739278,0.0025,0.041100000000000005,-0.013600000000000001,0.14730000000000001,4.44,23.63,21.97,3.54,4.40,87.17,3969290
Progressive Corporation (The) C,PGR,2941290,13.722,1.730,1810000000.0,2.270,0.500,2.470,1.760,39.555,22590000000.0,0.023761375126390316,2.000,22.099,-0.009100101112234582,-0.01668,0.08527,-0.04529,0.27358,2.883,17.134,15.747,0.981,1.640,35.839,3474477
Parker-Hannifin Corporation Com,PH,1076260,33.97,1.72,1600000000.0,7.49,2.18,8.36,6.48,158.00,20760000000.0,0.06903416388389427,1.89,24.03,-0.007513485743642301,-0.014199999999999999,0.0862,-0.0452,0.5717,4.58,20.80,18.59,1.85,3.40,143.40,1154456
"PulteGroup, Inc. Common Stock",PHM,5571810,14.60,1.52,1030000000.0,2.23,0.45,2.68,1.75,23.30,7680000000.0,0.017834923268353453,0.59,13.82,-0.002903359601824973,0.0369,0.1787,-0.0008,0.3743,1.65,10.83,9.01,1.00,4.17,20.50,2263655
"PerkinElmer, Inc. Common Stock",PKI,663047,19.65,0.49,405940000.0,2.83,0.67,3.17,2.13,56.60,6310000000.0,-0.014710972654897958,2.51,26.99,-0.003980616130148884,0.0152,0.0698,-0.0161,0.267,2.94,20.30,18.13,3.00,5.62,53.71,402520
"ProLogis, Inc. Common Stock",PLD,2938760,28.21,3.23,1810000000.0,-0.27,0.32,1.24,2.27,51.49,28940000000.0,-0.7202316322837495,-2.09,24.10,0.004343105320304019,0.061900000000000004,0.0702,-0.0223,0.2439,1.96,47.55,44.10,10.68,2.37,51.10,2784533
"PNC Financial Services Group, I",PNC,2549040,94.34,1.90,0.00,8.07,2.05,9.00,7.58,122.50,56460000000.0,0.08690144413478595,1.68,15.35,-0.00844523266615993,-0.049800000000000004,0.0269,-0.11699999999999999,0.504,1.26,14.43,12.93,3.83,2.59,113.36,2915201
Pentair plc. Ordinary Share,PNR,1184660,23.41,2.22,919500000.0,3.47,1.02,3.84,2.86,61.31,11440000000.0,-0.0009477175801611004,1.91,22.04,-0.008529458221450015,0.0265,0.06480000000000001,-0.0605,0.1699,2.70,18.14,16.39,2.35,3.82,59.11,896795
Pinnacle West Capital Corporati,PNW,616390,43.15,3.07,1420000000.0,4.25,1.13,4.48,3.95,83.31,9600000000.0,-0.058432470258922176,3.23,21.82,0.0008164217401447349,0.0344,0.1056,-0.0008,0.22920000000000001,1.99,20.28,19.24,2.73,3.89,77.95,917664
"PPG Industries, Inc. Common Sto",PPG,1807870,18.75,1.53,2560000000.0,6.23,1.86,6.89,3.28,104.10,26890000000.0,0.06461713635069732,1.82,31.87,-0.004934054464370341,0.0046,0.057699999999999994,-0.10619999999999999,0.16670000000000001,5.62,16.79,15.18,1.84,1.23,98.87,611426
PPL Corporation Common Stock,PPL,3165200,14.56,4.20,4050000000.0,2.16,0.52,2.32,2.79,37.09,25940000000.0,-0.01581861323490641,7.13,13.66,-0.0013182177695754138,0.0274,0.0934,-0.0453,0.188,2.60,17.64,16.43,3.43,3.52,34.85,2640078
"Prudential Financial, Inc. Comm",PRU,1931490,106.76,2.91,7500000000.0,10.46,2.68,11.12,9.71,108.13,44540000000.0,0.09578139980824552,1.10,10.67,-0.008149568552253017,-0.0421,0.021,-0.0958,0.5574,0.98,9.90,9.31,0.74,2.98,101.45,2075448
Public Storage Common Stock,PSA,722284,29.11,3.54,1860000000.0,7.48,1.81,7.99,6.81,223.69,40130000000.0,-0.04667156883948265,1.78,33.94,-0.004801245728621395,0.0333,0.061799999999999994,-0.1531,0.1519,7.94,30.90,28.93,15.34,6.47,217.67,551388
Phillips 66 Common Stock,PSX,2522240,43.1600,3.2900,2240000000.0,4.1200,1.3500,6.3000,2.9240,78.2497,39460000000.0,0.15829113102194525,1.3100,26.0606,-0.003376184911050628,-0.026178,-0.06534,-0.146777,0.03436,1.7843,18.4955,12.0954,0.5625,3.8400,81.5284,1542158
PVH Corp. Common Stock,PVH,1201470,61.16,0.15,1080000000.0,7.39,1.55,8.13,6.79,96.62,7810000000.0,0.1319791875125076,1.95,14.70,-0.004202521512907786,0.033,0.0062,-0.1351,0.2157,1.63,13.51,12.28,0.95,1.67,99.19,511209
"Quanta Services, Inc. Common St",PWR,1687810,22.08,0,544200000.0,1.95,0.52,2.30,1.26,36.67,5280000000.0,0.18124462288500154,0.74,27.77,-0.006882707198164417,-0.0471,0.0274,-0.0999,0.6175999999999999,1.58,17.92,15.19,0.69,3.36,34.01,1124660
"PayPal Holdings, Inc.",PYPL,6414320,12.189,0,2100000000.0,1.720,0.420,2.040,1.150,42.835,52100000000.0,0.0974477958236657,1.490,37.517,0.002320185614849146,0.0072299999999999994,0.04871,-0.03088,0.26897,3.536,25.084,21.150,4.800,6.050,41.141,3027959
QUALCOMM Incorporated,QCOM,13253700,21.12,3.70,8550000000.000001,4.64,1.10,4.77,3.28,56.76,77800000000.0,0.22404991491775372,1.08,16.06,-0.00264700321421818,-0.07200000000000001,-0.1525,-0.2646,0.051100000000000007,2.50,11.35,11.04,3.29,1.62,62.14,11259482
"Ryder System, Inc. Common Stock",R,640153,38.39,2.39,1810000000.0,5.23,1.35,5.96,4.90,75.22,4010000000.0,-0.9948006932409013,0.94,15.29,-0.005865884548726941,-0.0034999999999999996,0.0039000000000000003,-0.1225,0.3155,1.95,14.33,12.58,0.59,0.85,74.67,162057
Reynolds American Inc Common St,RAI,7109800,15.23,3.19,6030000000.0,2.58,0.66,2.85,4.25,62.25,91320000000.0,-0.0747547111041893,2.48,15.07,-0.0009344338888022108,0.0287,0.1235,-0.0033,0.4763,4.22,24.82,22.47,7.32,2.23,57.00,4146741
Royal Caribbean Cruises Ltd. Co,RCL,1588610,42.51,2.03,2380000000.0,7.06,1.44,8.04,5.93,97.17,20390000000.0,0.11465499270377322,0.92,16.01,-0.0023973316656243915,-0.0229,0.0942,-0.061,0.4617,2.26,13.45,11.81,2.43,2.54,86.77,502610
Regency Centers Corporation Com,REG,1649970,21.76,3.01,404280000.0,0.64,-0.32,1.31,1.42,66.65,7090000000.0,0.0983340704702933,9.56,47.95,0.0002948547840189164,0.0216,-0.0129,-0.2022,0.1,3.12,106.39,51.98,10.94,1.26,68.98,276682
"Regeneron Pharmaceuticals, Inc.",REGN,899994,42.19,0,1440000000.0,12.91,3.22,15.35,7.70,379.80,38650000000.0,0.11508903467666354,1.57,47.60,-0.006453340473958957,-0.0352,-0.0246,-0.191,0.1263,8.85,28.38,23.87,8.10,2.82,375.69,394377
Regions Financial Corporation C,RF,15637500,13.05,1.90,0.00,0.98,0.24,1.14,0.87,14.70,16219999999.999998,0.10864903502501777,1.61,15.40,-0.027877055039313814,-0.08460000000000001,-0.008199999999999999,-0.1603,0.7256,1.07,13.73,11.81,3.16,1.86,13.57,30578445
Robert Half International Inc.,RHI,1233210,8.50,2.16,617540000.0,2.68,0.70,2.87,2.67,47.45,5750000000.0,0.06680071492403927,2.02,16.85,-0.007149240393208189,-0.0521,-0.0113,-0.1177,0.3098,5.26,16.78,15.67,1.09,2.78,45.49,657120
"Red Hat, Inc. Common Stock",RHT,1892000,7.01,0,417520000.0,2.63,0.65,3.07,1.39,83.91,15430000000.0,0.09272368573749556,1.99,62.45,-0.004874086108854647,0.0344,0.1008,-0.014199999999999999,0.2664,12.28,33.00,28.27,6.35,4.11,78.85,1029421
"Raymond James Financial, Inc. C",RJF,1089040,35.75,1.21,0.00,4.71,1.23,5.38,3.94,76.67,10370000000.0,0.09196961475854581,1.10,18.54,-0.008952794357026561,-0.0482,0.0216,-0.1091,0.5761999999999999,2.06,15.49,13.57,1.87,2.42,71.44,415292
Ralph Lauren Corporation Common,RL,1752790,43.92,2.53,1010000000.0,5.60,0.86,5.23,1.75,80.12,6550000000.0,-0.024249999999999994,5.05,45.56,-0.006000000000000005,-0.0055000000000000005,-0.1274,-0.3011,0.0537,1.82,14.23,15.24,0.95,3.41,91.31,147836
"Rockwell Automation, Inc. Commo",ROK,1085070,15.94,2.05,1190000000.0,6.28,1.56,6.84,5.81,153.99,19240000000.0,-0.009234653202232379,3.00,25.76,-0.007440871644964209,-0.028300000000000002,0.0726,-0.0635,0.39640000000000003,9.44,23.83,21.81,3.26,4.14,139.51,608323
"Roper Technologies, Inc. Common",ROP,526324,56.94,0.68,1300000000.0,9.09,2.23,9.98,6.43,209.10,21100000000.0,0.09559390667180878,1.53,32.21,-0.0038083301195526165,-0.0096,0.0842,-0.0342,0.3002,3.64,22.78,20.75,5.58,5.86,191.02,216461
"Ross Stores, Inc.",ROST,2357250,7.01,1.01,2109999999.9999998,3.15,0.78,3.44,2.83,65.90,24860000000.0,0.15360303413400755,1.82,22.42,0.0006321112515803584,-0.0373,-0.0377,-0.09119999999999999,0.22,9.02,20.14,18.44,1.93,2.34,65.93,1059792
"Republic Services, Inc. Common",RSG,1272970,22.66,2.06,2650000000.0,2.36,0.60,2.60,1.78,62.56,21310000000.0,-0.014019436036323163,2.53,35.30,-0.0033455472359407157,0.0043,0.10060000000000001,-0.0158,0.3791,2.77,26.62,24.17,2.27,4.00,57.09,324454
Raytheon Company Common Stock,RTN,1665320,34.38,2.10,3690000000.0,7.40,1.83,8.30,7.44,153.19,44770000000.0,0.1039545810493343,2.17,20.54,-0.0022187418428608607,-0.0021,0.043,-0.03,0.2232,4.46,20.66,18.42,1.86,2.09,146.57,1322559
Starbucks Corporation,SBUX,9841050,3.98,1.56,4950000000.0,2.13,0.55,2.45,1.95,56.74,85040000000.0,0.10519972451790638,1.73,29.92,-0.0008608815426996985,0.028399999999999998,0.0397,-0.0501,0.1477,14.60,27.39,23.82,3.91,1.49,56.12,3624540
SCANA Corporation Common Stock,SCG,1109970,40.06,3.72,1600000000.0,4.25,0.65,4.50,4.16,67.29,9510000000.0,0.07420814479638005,2.64,15.99,0.0003016591251885359,-0.0113,-0.0483,-0.1293,0.0363,1.65,15.65,14.78,2.24,4.82,69.91,206522
Charles Schwab Corporation (The,SCHW,8051070,10.23,0.85,0.00,1.60,0.39,1.95,1.31,40.94,50610000000.0,0.20608285264813841,1.18,28.94,-0.001048767697954922,-0.07400000000000001,-0.0152,-0.1315,0.5912,3.73,23.69,19.44,6.82,2.67,38.49,15025552
Sealed Air Corporation Common S,SEE,2055670,3.15,1.51,1040000000.0,2.71,0.71,3.02,2.46,44.57,8310000000.000001,0.18944171922448017,1.94,17.46,-0.0070077084793274125,-0.0361,-0.0702,-0.1868,0.0226,13.59,15.85,14.23,1.22,1.45,46.21,1205079
Sherwin-Williams Company (The),SHW,657392,20.30,1.10,1980000000.0,13.71,4.43,15.23,11.99,310.93,28740000000.0,0.04918771111468545,2.12,25.90,-0.003377834968634419,-0.0011,0.08800000000000001,-0.0192,0.2969,15.31,22.65,20.39,2.43,2.23,285.45,259841
Signet Jewelers Limited Common,SIG,1701410,36.46,1.86,670600000.0,7.15,1.17,7.70,7.08,67.71,4500000000.0,0.29139270771069925,1.86,9.31,-0.0014943215780036656,-0.026000000000000002,-0.17800000000000002,-0.4289,0.0621,1.84,9.22,8.56,0.71,3.00,80.23,507728
J.M. Smucker Company (The) New,SJM,1283210,62.19,2.29,1660000000.0,7.65,1.91,7.97,5.74,134.85,14920000000.0,0.08358721974845729,3.19,22.30,-7.811889696107688e-05,-0.05,-0.033,-0.1856,0.049699999999999994,2.06,16.75,16.07,2.01,3.02,132.48,1010153
SL Green Realty Corporation Com,SLG,584355,70.63,2.87,982590000.0,1.43,0.36,1.79,2.34,108.50,10910000000.0,0.10006379294632262,1.64,46.44,-0.004465506242595563,0.0002,0.0149,-0.10039999999999999,0.1557,1.55,75.89,60.63,6.19,0.00,106.92,182472
Snap-On Incorporated Common Sto,SNA,498726,45.16,1.76,926700000.0,10.05,2.54,11.01,9.20,167.90,9440000000.0,0.1952174178949302,1.07,17.70,-0.005381933826677288,-0.030299999999999997,-0.025099999999999997,-0.1042,0.12140000000000001,3.62,16.20,14.79,2.55,7.75,166.98,509366
"Scripps Networks Interactive, I",SNI,1108140,14.69,1.62,1520000000.0,5.42,1.64,5.77,5.18,78.29,9610000000.0,0.048382785351510416,1.24,14.34,0.00013365410318111337,-0.051,0.022400000000000003,-0.1094,0.26489999999999997,5.09,13.71,12.88,2.85,5.90,72.66,851913
"Synopsys, Inc.",SNPS,1399050,22.10,0,477750000.0,3.25,0.73,3.54,1.90,71.40,10790000000.0,0.05750035146914101,2.33,37.73,-0.003233516097286504,0.0039000000000000003,0.1242,-0.0192,0.5356000000000001,3.22,22.06,20.25,4.27,1.05,63.76,667751
Southern Company (The) Common S,SO,5337150,25.00,4.53,7630000000.0,2.98,0.74,3.12,2.55,50.09,49540000000.0,0.01627159501807962,4.61,19.60,0.0016070711128968185,-0.002,0.0134,-0.0851,0.08199999999999999,1.99,16.78,16.02,2.48,4.24,49.33,2464275
"Simon Property Group, Inc. Comm",SPG,1875760,13.63,4.03,4000000000.0,6.60,1.60,7.13,5.87,172.30,54630000000.0,0.16887208569628243,2.72,29.73,-0.004296270836913529,0.0128,-0.0393,-0.23829999999999998,0.067,12.81,26.44,24.47,10.06,4.78,181.64,756100
S&P Global Inc. Common Stock,SPGI,1140410,2.5160,1.2800,2470000000.0,6.0300,1.5800,6.6700,7.9400,129.8950,33680000000.0,0.0853472009788927,1.7600,16.4147,-0.004817987152034187,0.003367,0.064233,-0.020646,0.33468899999999996,51.9714,21.6140,19.5108,5.9686,1.5700,122.4660,447643
"Stericycle, Inc.",SRCL,909918,32.95,0,813200000.0,4.62,1.15,4.85,2.08,82.07,7090000000.0,0.08631705846895721,2.30,40.00,-0.005545509342977817,0.013600000000000001,0.0635,-0.3448,0.1632,2.52,18.01,17.15,1.98,6.51,78.22,169231
Sempra Energy Common Stock,SRE,937924,51.77,2.98,2940000000.0,5.10,0.84,5.64,5.46,110.40,28180000000.0,0.0454302512025655,2.21,20.60,0.0008017103153392657,0.0187,0.0766,-0.0191,0.21,2.17,22.05,19.94,2.76,5.42,104.47,837630
"SunTrust Banks, Inc. Common Sto",STI,3574100,45.38,1.95,0.00,3.88,0.99,4.39,3.60,56.81,26540000000.0,0.11722619702806836,3.04,15.01,-0.00935608145294442,-0.0487,0.0079,-0.124,0.433,1.20,13.93,12.31,3.28,3.49,53.61,2100775
State Street Corporation Common,STT,2337850,47.19,1.97,0.00,5.79,1.54,6.53,4.97,78.96,29680000000.0,0.09696738022426099,1.75,15.64,-0.00891946992864423,-0.0158,0.0053,-0.0692,0.5359,1.66,13.42,11.90,2.94,2.86,77.30,1048483
Seagate Technology PLC,STX,5174700,5.160,5.230,1710000000.0,4.500,1.080,4.590,1.714,46.985,14340000000.0,-0.02990307279851523,0.620,28.334,-0.00618684264796876,0.03363,0.17647,-0.0246,1.63652,9.397,10.792,10.581,1.308,7.670,41.280,3003723
"Constellation Brands, Inc. Comm",STZ,1716140,35.25,1.23,2450000000.0,7.98,2.25,8.78,7.52,162.61,33670000000.0,0.11856336703503412,1.33,22.90,-0.0007053844345168425,0.059000000000000004,0.0886,-0.0184,0.1959,4.83,21.58,19.61,4.54,2.51,158.20,1231454
"Stanley Black & Decker, Inc. Co",SWK,860747,41.73,1.78,1880000000.0,7.11,1.96,7.90,6.51,130.53,20020000000.0,0.046352062209346734,1.78,20.16,-0.0036593733323168065,0.0052,0.0669,-0.0416,0.2633,3.14,18.45,16.61,1.75,3.01,122.98,938480
"Skyworks Solutions, Inc.",SWKS,2416600,19.81,1.15,1370000000.0,6.22,1.49,7.12,4.73,97.65,18310000000.0,0.02693398136897529,1.06,20.95,-0.00587282300526526,0.0141,0.1632,-0.0352,0.7340000000000001,4.99,15.92,13.91,5.57,4.59,85.13,1564127
Synchrony Financial Common Stoc,SYF,5635840,17.3680,1.6100,0.00,3.0300,0.7500,3.3800,2.7100,34.4786,26760000000.0,0.278619018776499,1.1600,12.1772,-0.006359781950333154,-0.042878999999999994,-0.023218000000000003,-0.132829,0.41936300000000004,1.9012,10.8912,9.7634,3.8323,2.2800,33.7846,3768291
Stryker Corporation Common Stoc,SYK,1148560,25.47,1.31,3110000000.0,6.41,1.52,7.04,4.35,131.07,48820000000.0,0.0249675498205697,2.08,30.10,-0.003206841261357507,-0.0012,0.0788,-0.02,0.22949999999999998,5.14,20.42,18.60,4.31,4.85,121.36,613877
Symantec Corporation,SYMC,6573730,6.38,1.00,875000000.0,1.19,0.38,1.76,3.32,30.15,18760000000.0,-0.021818181818181848,1.15,9.13,-0.0006611570247934129,0.0053,0.13419999999999999,-0.0254,0.8652,4.74,25.47,17.22,4.96,3.96,26.72,1921677
Sysco Corporation Common Stock,SYY,3365390,4.582,2.540,3000000000.0,2.480,0.720,2.750,1.834,52.199,28290000000.0,0.038948580199539506,1.750,28.558,-0.0019186492709131198,0.00337,-0.00035999999999999997,-0.08227000000000001,0.159,11.375,21.119,19.045,0.530,4.420,52.394,1217340
AT&T Inc.,T,18688900,20.06,4.87,49740000000.0,2.93,0.76,3.02,2.10,41.62,247200000000.0,0.06575682382134018,1.86,19.18,-0.001985111662531014,-0.033,-0.0034999999999999996,-0.08289999999999999,0.115,2.01,13.74,13.33,1.51,6.65,40.39,16736770
Molson Coors Brewing Company Cl,TAP,1476150,53.13,1.73,851000000.0,6.30,2.00,6.74,9.26,97.05,20700000000.0,0.21234100704299386,2.91,10.40,-0.001576789656259736,-0.0077,-0.0331,-0.1416,0.07719999999999999,1.79,15.29,14.29,4.19,1.63,99.60,859465
Teradata Corporation Common Sto,TDC,1479550,7.43,0,380000000.0,1.43,0.38,1.45,0.95,30.81,4040000000.0,-0.06121134020618557,4.39,32.57,-0.007087628865979356,0.0043,0.0557,-0.07139999999999999,0.278,4.17,21.64,21.34,1.75,11.05,29.31,644308
TE Connectivity Ltd. New Switze,TEL,1641260,24.86,2.06,2630000000.0,4.43,1.12,4.80,5.72,74.38,25900000000.0,0.11584444139068317,2.02,12.75,-0.0034354816545280054,-0.0199,0.0406,-0.0504,0.33659999999999995,2.93,16.46,15.19,2.07,2.36,70.06,521611
TEGNA Inc,TGNA,1949170,10.59,2.19,1210000000.0,1.83,0.48,2.33,1.99,25.74,5470000000.0,0.0794962613144432,1.38,12.82,-0.00708382526564344,-0.0108,0.11470000000000001,-0.0447,0.4216,2.40,13.91,10.93,1.63,1.89,22.84,1102733
Target Corporation Common Stock,TGT,7882460,19.69,4.50,7310000000.0,4.00,1.01,4.02,4.70,54.98,29620000000.0,0.1382265275707899,-20.54,11.41,-0.0014903129657227732,-0.025,-0.19210000000000002,-0.363,0.0167,2.73,13.40,13.33,0.43,3.71,66.34,4346034
Tiffany & Co. Common Stock,TIF,1951400,24.20,1.97,955100000.0,3.96,0.89,4.32,3.55,92.31,11320000000.0,0.04381555944055959,3.02,25.60,-0.002622377622377603,-0.0155,0.1092,-0.0659,0.5948,3.78,22.95,21.04,2.85,3.72,81.93,656342
"TJX Companies, Inc. (The) Commo",TJX,3925620,6.98,1.63,4510000000.0,3.91,0.92,4.21,3.46,78.11,49500000000.0,0.1189853556485354,1.90,22.16,0.00026150627615062483,-0.0183,0.0045000000000000005,-0.0832,0.0724,10.96,19.61,18.21,1.49,1.82,76.34,1424942
Torchmark Corporation Common St,TMK,435694,38.69,0.81,865380000.0,4.69,1.16,5.02,4.49,77.16,8840000000.0,-0.03375248180013235,2.21,16.71,-0.005294506949040212,-0.027000000000000003,0.0366,-0.055999999999999994,0.34240000000000004,1.95,16.01,14.96,2.26,4.46,72.43,145403
Thermo Fisher Scientific Inc Co,TMO,1688030,54.74,0.39,4530000000.0,9.17,2.27,10.11,5.09,155.92,59840000000.0,0.12804163955757986,1.57,30.11,-0.004294079375406601,-0.017,0.0191,-0.0519,0.10210000000000001,2.81,16.71,15.16,3.28,2.80,150.40,886616
"TripAdvisor, Inc.",TRIP,2952130,10.42,0,215000000.0,1.21,0.32,1.46,0.82,42.38,6050000000.0,0.12042135503950191,5.81,51.18,-0.006703375628441477,-0.0096,-0.1711,-0.4146,0.037599999999999995,4.01,34.69,28.75,4.07,3.95,50.63,1922392
"T. Rowe Price Group, Inc.",TROW,2093440,20.46,3.25,1930000000.0,4.98,1.25,5.19,4.75,70.00,17350000000.0,0.02140758360151107,1.47,15.01,-0.006716104659297617,0.0183,0.0074,-0.0977,0.132,3.49,14.31,13.73,4.12,6.66,70.76,996594
"The Travelers Companies, Inc. C",TRV,1365640,83.05,2.22,5120000000.0,9.47,2.16,9.85,10.28,121.82,33770000000.000004,-0.0010662729658792447,4.29,11.75,-0.0040190288713910505,-0.0088,0.0285,-0.0378,0.1672,1.47,12.75,12.26,1.24,4.33,117.41,1086469
