AverageDailyVolume,BookValue,Change,ChangeFromFiftydayMovingAverage,ChangeFromTwoHundreddayMovingAverage,ChangeFromYearHigh,ChangeFromYearLow,Change_PercentChange,ChangeinPercent,DaysHigh,DaysLow,DaysRange,DividendPayDate,DividendShare,DividendYield,EBITDA,EPSEstimateCurrentYear,EPSEstimateNextQuarter,EPSEstimateNextYear,EarningsShare,FiftydayMovingAverage,LastTradeTime,MarketCapitalization,OneyrTargetPrice,Open,PEGRatio,PERatio,PercebtChangeFromYearHigh,PercentChange,PercentChangeFromFiftydayMovingAverage,PercentChangeFromTwoHundreddayMovingAverage,PercentChangeFromYearLow,PreviousClose,PriceBook,PriceEPSEstimateCurrentYear,PriceEPSEstimateNextYear,PriceSales,ShortRatio,StockExchange,TwoHundreddayMovingAverage,Volume,symbol
30216100,8.62,+0.03,-0.34,-0.17,-2.69,2.95,+0.03 - +0.10%,+0.10%,30.33,30.18,30.18 - 30.33,4/25/2017,0.96,3.23,16.80B,1.63,0.31,1.91,0.90,30.65,3:09pm,266.58B,34.00,30.29,1.53,33.83,-8.15%,+0.10%,-1.12%,-0.57%,+10.78%,30.28,3.51,18.60,15.87,2.15,2.56,NYQ,30.48,18461007,GE
4099090,9.485,+0.035,0.037,-1.583,-7.035,1.295,+0.035 - +0.140%,+0.140%,25.080,24.390,24.390 - 25.080,4/28/2017,0.880,3.450,1.82B,0.590,0.140,0.700,1.340,25.028,3:40pm,22.18B,29.910,24.950,8.050,18.705,-21.916%,+0.140%,+0.148%,-5.939%,+5.448%,25.030,2.639,41.090,35.807,8.592,4.720,NYQ,26.648,3539693,GGP
10485500,14.7810,+2.1299,-2.2657,-5.7602,-33.4201,4.2999,+2.1299 - +3.1531%,+3.1531%,69.7400,67.6625,67.6625 - 69.7400,3/30/2017,2.0800,3.1300,19.22B,8.8800,2.1300,7.9400,9.9400,71.9456,2:37pm,91.28B,81.5800,67.7000,-1.3100,7.0101,-32.4152%,+3.1531%,-3.1492%,-7.6355%,+6.5768%,67.5500,4.5701,8.1307,8.7758,2.9118,1.2700,NMS,75.4401,10512905,GILD
2631400,7.20,+0.11,1.14,-0.89,-9.75,5.63,+0.11 - +0.17%,+0.17%,63.24,62.01,62.01 - 63.24,2/1/2017,1.92,3.06,3.38B,3.08,0.75,3.35,2.68,62.06,2:42pm,36.66B,63.60,62.68,2.88,23.60,-13.37%,+0.17%,+1.84%,-1.40%,+9.78%,63.09,8.76,20.52,18.87,2.29,3.97,NYQ,64.09,1790785,GIS
7145170,16.84,+0.25,1.98,3.63,-0.01,9.80,+0.25 - +0.92%,+0.92%,27.50,27.14,27.14 - 27.50,3/31/2017,0.62,2.32,2.56B,1.67,0.41,1.79,3.23,25.51,3:24pm,25.51B,26.50,27.15,1.83,8.51,-0.04%,+0.92%,+7.78%,+15.23%,+55.40%,27.24,1.62,16.46,15.36,2.69,2.56,NYQ,23.86,5300389,GLW
14391400,29.22,-0.16,0.66,3.50,-1.29,10.03,-0.16 - -0.43%,-0.43%,37.11,36.60,36.60 - 37.11,3/24/2017,1.52,4.32,19.68B,6.06,1.77,6.00,6.00,36.42,4:00pm,55.54B,38.95,36.95,1.19,6.18,-3.37%,-0.43%,+1.82%,+10.42%,+37.08%,37.24,1.27,6.12,6.18,0.34,2.62,NYQ,33.58,15638655,GM
1551420,201.12,+0.35,15.96,36.82,-21.15,157.52,+0.35 - +0.04%,+0.04%,823.00,818.71,818.71 - 823.00,,,,29.86B,33.23,8.07,38.73,27.88,804.84,2:21pm,567.52B,955.00,819.36,1.27,29.44,-2.51%,+0.04%,+1.98%,+4.70%,+23.75%,820.45,4.08,24.70,21.19,6.28,1.21,NMS,783.98,766429,GOOG
1703650,201.12,-0.17,13.59,33.28,-27.14,167.20,-0.17 - -0.02%,-0.02%,841.77,837.85,837.85 - 841.77,,,,29.86B,33.36,8.09,38.92,27.88,826.27,2:37pm,580.70B,990.84,838.81,1.31,30.13,-3.13%,-0.02%,+1.65%,+4.13%,+24.86%,840.03,4.18,25.17,21.58,6.43,1.66,NMS,806.58,745868,GOOGL
603844,22.34,+0.29,2.43,2.27,-6.02,13.34,+0.29 - +0.29%,+0.29%,100.04,99.40,99.40 - 100.04,1/3/2017,2.63,2.64,1.24B,4.58,1.11,4.91,4.63,97.52,2:43pm,14.87B,98.33,99.60,2.50,21.60,-5.68%,+0.29%,+2.49%,+2.32%,+15.40%,99.66,4.46,21.82,20.36,0.97,3.90,NYQ,97.68,251376,GPC
1304100,17.44,-0.25,2.33,4.82,-1.92,21.65,-0.25 - -0.32%,-0.32%,79.03,78.35,78.35 - 79.03,2/24/2017,0.04,0.05,831.12M,3.45,0.93,3.83,1.65,76.63,4:02pm,12.02B,86.54,78.80,0.00,47.71,-2.37%,-0.32%,+3.04%,+6.50%,+37.78%,79.21,4.54,,20.62,3.65,3.36,NYQ,74.14,683954,GPN
6511560,6.83,+0.09,0.81,-0.54,-6.45,7.29,+0.09 - +0.37%,+0.37%,24.37,23.86,23.86 - 24.37,1/25/2017,0.92,3.78,1.98B,2.02,0.34,2.07,1.68,23.48,2:13pm,9.69B,25.52,24.21,2.66,14.46,-20.98%,+0.37%,+3.46%,-2.16%,+42.88%,24.20,3.54,12.02,11.73,0.62,3.93,NYQ,24.83,2854134,GPS
1190910,17.842,+0.505,1.817,0.785,-5.435,13.165,+0.505 - +1.005%,+1.005%,50.800,50.050,50.050 - 50.800,3/31/2017,2.040,4.100,692.37M,2.690,0.480,2.680,2.679,48.938,2:32pm,9.56B,47.400,50.240,2.790,18.946,-9.673%,+1.005%,+3.712%,+1.570%,+35.023%,50.250,2.816,18.868,18.938,3.222,14.630,NMS,49.971,474970,GRMN
4189340,181.25,+1.24,11.69,51.96,-1.25,112.50,+1.24 - +0.50%,+0.50%,251.95,248.51,248.51 - 251.95,3/30/2017,2.60,1.07,0.00,19.19,4.10,21.77,16.29,239.01,3:57pm,103.99B,247.80,250.58,1.03,15.39,-0.50%,+0.50%,+4.89%,+26.14%,+81.40%,249.46,1.38,13.06,11.52,3.38,0.95,NYQ,198.74,4017447,GS
3030760,17.91,+0.42,4.37,5.31,-0.24,11.87,+0.42 - +1.17%,+1.17%,36.23,35.61,35.61 - 36.23,3/1/2017,0.34,1.01,2.53B,4.07,0.90,5.09,4.74,31.81,2:41pm,9.10B,36.61,35.63,1.36,7.63,-0.66%,+1.17%,+13.75%,+17.19%,+48.83%,35.76,2.00,8.93,7.11,0.59,7.12,NMS,30.87,1988168,GT
661439,32.41,-0.58,8.43,24.44,-9.54,51.23,-0.58 - -0.23%,-0.23%,253.86,251.83,251.83 - 253.86,3/1/2017,4.88,1.91,1.37B,11.88,3.05,13.18,9.87,244.74,4:00pm,14.89B,242.71,252.95,2.86,25.65,-3.63%,-0.23%,+3.44%,+10.69%,+25.37%,253.75,7.83,21.31,19.21,1.47,8.23,NYQ,228.73,564367,GWW
8414710,10.865,-0.695,-0.004,6.715,-2.935,25.775,-0.695 - -1.229%,-1.229%,56.560,55.658,55.658 - 56.560,3/22/2017,0.720,1.280,2.16B,1.190,0.230,2.830,-6.693,55.849,3:13pm,48.41B,63.540,56.180,2.250,,-4.993%,-1.229%,-0.007%,+13.668%,+85.717%,56.540,5.204,46.929,19.733,3.085,2.420,NYQ,49.130,3823127,HAL
1241270,36.87,+0.09,0.20,15.43,-0.26,46.21,+0.09 - +0.08%,+0.08%,111.14,110.91,110.91 - 111.14,2/22/2017,1.40,1.26,860.35M,7.35,1.80,7.56,5.06,110.94,4:01pm,7.77B,106.11,111.02,1.00,21.98,-0.23%,+0.08%,+0.18%,+16.12%,+71.17%,111.05,3.01,15.12,14.70,1.08,1.32,NYQ,95.71,962502,HAR
1719090,14.911,-0.081,12.363,14.977,-1.041,26.519,-0.081 - -0.083%,-0.083%,98.060,97.368,97.368 - 98.060,5/15/2017,2.280,2.340,975.38M,4.660,0.480,4.990,4.340,85.356,2:22pm,12.21B,94.800,97.450,3.930,22.516,-1.054%,-0.083%,+14.484%,+18.100%,+37.246%,97.800,6.559,20.836,19.583,2.434,4.090,NMS,82.743,560525,HAS
13334000,8.48,+0.10,0.79,2.79,-0.06,6.18,+0.10 - +0.71%,+0.71%,14.28,14.10,14.10 - 14.28,4/3/2017,0.32,2.35,0.00,0.96,0.23,1.10,0.67,13.43,4:00pm,15.44B,14.87,14.25,1.43,21.22,-0.42%,+0.71%,+5.89%,+24.46%,+76.76%,14.12,1.66,14.81,12.93,4.61,1.97,NMS,11.43,8533307,HBAN
7593810,3.232,+0.245,-0.802,-3.156,-9.325,2.185,+0.245 - +1.175%,+1.175%,21.100,20.730,20.730 - 21.100,3/7/2017,0.600,2.880,1.01B,1.970,0.560,2.160,1.406,21.897,2:29pm,7.99B,27.540,20.810,1.040,15.004,-30.654%,+1.175%,-3.662%,-13.014%,+11.555%,20.850,6.451,10.654,9.766,1.310,5.040,NYQ,24.251,5138075,HBI
2438300,-19.71,+0.58,4.70,7.95,-0.33,18.69,+0.58 - +0.69%,+0.69%,84.62,83.37,83.37 - 84.62,12/21/2012,0.00,0.00,8.16B,7.38,1.82,8.08,7.30,79.59,4:03pm,31.23B,91.45,83.75,0.95,11.55,-0.39%,+0.69%,+5.91%,+10.41%,+28.49%,83.71,,11.42,10.43,0.75,5.74,NYQ,76.34,2861400,HCA
2051860,38.0320,+0.0232,-0.9324,-4.0095,-14.6568,10.0532,+0.0232 - +0.0354%,+0.0354%,65.5900,64.6300,64.6300 - 65.5900,2/21/2017,3.4800,5.2800,2.09B,2.2600,0.4600,1.9700,2.2670,66.4656,2:53pm,23.76B,69.3900,65.2400,10.1100,28.9075,-18.2776%,+0.0354%,-1.4028%,-5.7655%,+18.1204%,65.5100,1.7225,28.9970,33.2656,5.7451,7.8600,NYQ,69.5427,1200763,HCN
4321740,11.85,+0.02,0.14,-1.61,-6.39,5.84,+0.02 - +0.07%,+0.07%,30.43,29.86,29.86 - 30.43,3/2/2017,1.48,4.82,1.28B,0.83,0.21,0.84,-0.07,30.29,3:17pm,14.24B,31.04,30.32,14.84,22.69,-17.36%,+0.07%,+0.46%,-5.03%,+23.75%,30.41,2.57,37.11,36.23,6.69,3.85,NYQ,32.04,1932014,HCP
4522700,4.61,+0.83,5.55,10.38,-0.47,23.44,+0.83 - +0.59%,+0.59%,142.66,140.95,140.95 - 142.66,12/15/2016,2.76,1.97,14.93B,6.34,1.61,7.16,6.16,136.64,4:01pm,173.21B,147.81,141.27,1.63,23.08,-0.33%,+0.59%,+4.06%,+7.88%,+19.74%,141.36,30.68,22.43,19.86,1.84,2.03,NYQ,131.81,4341394,HD
4317340,46.39,-0.76,-6.24,-3.17,-14.32,12.74,-0.76 - -1.46%,-1.46%,52.13,51.14,51.14 - 52.13,12/30/2016,1.00,1.90,87.00M,-3.02,-0.83,-2.17,-19.92,57.48,3:42pm,16.05B,65.71,51.90,0.62,,-21.84%,-1.46%,-10.85%,-5.83%,+33.09%,52.00,1.12,,,3.43,5.88,NYQ,54.41,2260929,HES
2495400,45.21,+0.10,0.44,3.76,-1.08,9.68,+0.10 - +0.21%,+0.21%,48.69,48.15,48.15 - 48.69,1/3/2017,0.92,1.92,1.54B,4.12,0.94,4.52,2.27,48.15,4:02pm,18.17B,52.58,48.51,1.25,21.41,-2.17%,+0.21%,+0.92%,+8.39%,+24.87%,48.50,1.07,11.80,10.75,0.99,1.80,NYQ,44.84,3058405,HIG
1955590,10.872,-0.385,-0.815,1.475,-4.995,17.225,-0.385 - -0.667%,-0.667%,57.650,57.070,57.070 - 57.650,3/3/2017,1.460,2.550,1.26B,3.860,1.600,4.250,3.830,58.170,2:57pm,10.13B,57.290,57.470,1.610,14.975,-8.011%,-0.667%,-1.401%,+2.640%,+42.923%,57.740,5.311,14.859,13.495,1.701,7.670,NYQ,55.880,914717,HOG
2464500,8.02,+0.37,-0.53,0.58,-1.84,6.76,+0.37 - +0.95%,+0.95%,39.53,38.67,38.67 - 39.53,,,,1.04B,1.92,0.47,2.10,1.17,39.93,4:00pm,11.00B,45.04,38.82,2.46,33.68,-4.46%,+0.95%,-1.34%,+1.48%,+20.71%,39.03,4.86,20.52,18.76,3.80,2.46,NMS,38.82,3587044,HOLX
3235790,25.64,+0.53,5.81,9.23,-0.32,23.44,+0.53 - +0.43%,+0.43%,124.47,123.17,123.17 - 124.47,3/10/2017,2.66,2.18,7.71B,7.04,1.75,7.66,6.20,118.34,2:25pm,94.65B,131.30,123.36,2.53,20.02,-0.26%,+0.43%,+4.91%,+8.03%,+23.27%,123.62,4.82,17.63,16.21,2.40,0.98,NYQ,114.92,1826428,HON
1893070,41.23,-1.94,-6.69,-0.09,-17.07,19.67,-1.94 - -2.75%,-2.75%,70.58,68.28,68.28 - 70.58,3/1/2017,2.80,4.04,495.41M,-1.22,-0.28,0.21,-1.02,75.40,3:50pm,7.46B,69.45,70.23,-4.83,,-19.90%,-2.75%,-8.87%,-0.14%,+40.11%,70.65,1.71,,327.19,5.10,9.74,NYQ,68.80,1723708,HP
10440500,18.873,+0.269,1.280,1.724,-0.381,12.039,+0.269 - +1.114%,+1.114%,24.440,24.090,24.090 - 24.440,4/5/2017,0.240,1.000,7.83B,2.040,0.470,2.060,1.820,23.129,3:23pm,40.64B,24.710,24.220,10.020,13.412,-1.537%,+1.114%,+5.532%,+7.598%,+97.324%,24.140,1.279,11.965,11.849,0.802,2.950,NYQ,22.685,5027134,HPE
11854700,-2.27,-0.08,0.92,1.05,-0.43,6.11,-0.08 - -0.50%,-0.50%,16.14,15.89,15.89 - 16.14,4/5/2017,0.53,3.38,4.27B,1.59,0.39,1.65,1.43,15.06,4:03pm,27.25B,16.14,16.04,-168.33,11.16,-2.62%,-0.50%,+6.08%,+7.00%,+61.90%,16.06,,10.05,9.68,0.57,2.81,NYQ,14.93,14448185,HPQ
2583980,-2.64,-0.16,-1.80,-2.10,-14.33,1.63,-0.16 - -0.76%,-0.76%,21.14,20.53,20.53 - 21.14,1/3/2017,0.88,4.18,826.45M,1.63,3.38,1.74,1.56,22.61,3:55pm,4.31B,24.00,20.96,1.28,13.37,-40.78%,-0.76%,-7.98%,-9.16%,+8.50%,20.97,,12.77,11.96,1.43,9.72,NYQ,22.91,4843062,HRB
2543730,8.417,+0.325,1.891,1.393,-6.905,4.735,+0.325 - +0.865%,+0.865%,37.940,37.320,37.320 - 37.940,2/15/2017,0.680,1.830,1.42B,1.710,0.410,1.760,1.640,36.024,3:52pm,20.05B,39.730,37.460,2.800,23.119,-15.406%,+0.865%,+5.249%,+3.814%,+14.271%,37.590,4.466,22.173,21.543,2.087,10.360,NYQ,36.522,2170118,HRL
703942,25.40,-0.62,4.35,10.19,-0.77,34.00,-0.62 - -0.57%,-0.57%,108.09,107.11,107.11 - 108.09,12/6/2016,2.12,2.00,1.58B,5.55,1.59,6.13,5.28,102.97,4:01pm,13.36B,117.10,107.47,0.46,20.32,-0.71%,-0.57%,+4.22%,+10.49%,+46.37%,107.94,4.25,19.34,17.51,1.82,1.89,NYQ,97.13,1004509,HRS
636324,35.90,+1.25,9.01,9.35,-15.10,21.67,+1.25 - +0.75%,+0.75%,168.02,165.80,165.80 - 168.02,,,,966.57M,6.58,1.60,7.25,6.02,158.89,4:00pm,13.51B,171.68,166.01,2.24,27.88,-8.25%,+0.75%,+5.67%,+5.90%,+14.82%,166.65,4.64,25.52,23.16,1.19,7.44,NMS,158.55,504572,HSIC
10084200,9.61,-0.13,0.26,1.33,-0.89,4.32,-0.13 - -0.69%,-0.69%,18.72,18.25,18.25 - 18.72,1/17/2017,1.00,5.45,1.43B,0.99,0.14,0.69,1.06,18.36,4:01pm,13.78B,18.41,18.65,-0.68,17.58,-4.56%,-0.69%,+1.40%,+7.66%,+30.21%,18.75,1.95,18.81,26.99,2.53,7.26,NYQ,17.30,10181364,HST
1058680,3.89,+0.46,3.31,6.85,-8.99,20.88,+0.46 - +0.42%,+0.42%,109.08,107.68,107.68 - 109.08,3/15/2017,2.47,2.28,1.65B,4.79,0.92,5.13,3.34,105.49,4:02pm,23.16B,107.20,108.01,2.51,32.57,-7.63%,+0.42%,+3.14%,+6.72%,+23.75%,108.34,27.86,22.71,21.21,3.10,3.41,NYQ,101.95,1058123,HSY
1616420,71.57,-0.65,3.36,16.66,-12.48,55.32,-0.65 - -0.32%,-0.32%,212.24,204.44,204.44 - 212.24,1/27/2017,1.16,0.56,2.31B,10.83,2.78,11.74,4.07,201.96,4:02pm,30.66B,222.07,206.21,1.50,50.45,-5.73%,-0.32%,+1.66%,+8.83%,+36.88%,205.97,2.88,18.96,17.49,0.57,0.64,NYQ,188.66,3004566,HUM
3585630,19.235,+1.709,9.753,19.679,-0.061,58.589,+1.709 - +0.949%,+0.949%,181.900,179.810,179.810 - 181.900,3/10/2017,5.600,3.130,17.49B,13.790,3.170,14.160,12.381,172.086,3:22pm,172.49B,165.550,180.200,5.100,14.687,-0.034%,+0.949%,+5.668%,+12.136%,+47.537%,180.130,9.365,13.186,12.842,2.138,5.010,NYQ,162.160,2190725,IBM
2807020,26.42,+0.37,1.51,3.05,-1.52,13.58,+0.37 - +0.63%,+0.63%,59.12,58.33,58.33 - 59.12,3/31/2017,0.80,1.39,2.75B,3.00,0.74,3.40,2.37,57.51,3:55pm,6.79B,64.42,58.73,1.55,24.90,-2.51%,+0.63%,+2.63%,+5.45%,+29.88%,58.65,2.22,19.61,17.36,1.50,2.05,NYQ,55.97,3038444,ICE
1015140,-1.21,+0.14,16.44,26.08,-1.73,72.21,+0.14 - +0.10%,+0.10%,142.09,140.65,140.65 - 142.09,,,,427.54M,2.94,0.86,3.39,2.44,125.30,4:00pm,12.66B,124.25,140.89,3.23,58.09,-1.21%,+0.10%,+13.12%,+22.55%,+103.85%,141.60,,48.21,41.81,7.12,1.80,NMS,115.66,859407,IDXX
631321,21.31,+1.26,1.50,-8.36,-24.48,18.16,+1.26 - +1.07%,+1.07%,119.27,117.07,117.07 - 119.27,1/6/2017,2.56,2.17,701.74M,5.46,1.54,5.87,5.03,117.66,4:02pm,9.46B,130.75,117.36,3.43,23.71,-17.04%,+1.07%,+1.28%,-6.56%,+17.98%,117.90,5.53,21.82,20.30,3.05,6.95,NYQ,127.52,702725,IFF
1316780,15.46,-0.76,9.44,10.38,-23.18,44.33,-0.76 - -0.46%,-0.46%,165.36,163.00,163.00 - 165.36,,,,623.83M,3.63,0.87,4.29,3.07,154.26,3:15pm,24.03B,156.11,163.84,3.95,53.32,-12.40%,-0.46%,+6.12%,+6.77%,+37.14%,164.46,10.64,45.10,38.16,10.07,3.63,NMS,153.32,493139,ILMN
21628100,13.99,+0.00,-0.73,-0.07,-2.52,7.55,+0.00 - +0.00%,+0.00%,35.99,35.67,35.67 - 35.99,3/1/2017,1.04,2.94,22.96B,2.78,0.64,2.93,2.12,36.66,2:35pm,170.13B,40.87,35.91,1.58,16.95,-6.55%,+0.00%,-1.98%,-0.21%,+26.60%,35.93,2.57,12.92,12.26,2.86,3.47,NMS,36.00,5109087,INTC
1167660,3.64,+0.11,1.92,6.19,-1.60,24.85,+0.11 - +0.09%,+0.09%,118.96,117.93,117.93 - 118.96,1/18/2017,1.36,1.16,1.43B,4.35,3.89,4.96,3.74,117.03,4:00pm,30.53B,116.88,118.54,1.57,31.82,-1.33%,+0.09%,+1.64%,+5.49%,+26.41%,118.84,32.64,27.34,23.98,6.41,2.35,NMS,112.75,1012238,INTU
3007370,10.554,-0.085,-1.230,3.209,-6.065,19.365,-0.085 - -0.161%,-0.161%,53.400,52.700,52.700 - 53.400,3/15/2017,1.850,3.500,2.85B,3.620,0.850,4.140,2.178,54.025,3:48pm,21.72B,54.400,52.910,1.830,24.240,-10.304%,-0.161%,-2.277%,+6.472%,+57.927%,52.880,5.010,14.584,12.752,1.032,3.610,NYQ,49.586,2601016,IP
3889540,0.00,+0.23,1.17,1.64,-0.59,4.07,+0.23 - +0.94%,+0.94%,24.79,24.42,24.42 - 24.79,3/15/2017,0.60,2.48,1.09B,1.46,0.35,1.63,1.49,23.57,3:58pm,9.82B,26.53,24.47,2.95,16.60,-2.33%,+0.94%,+4.98%,+7.08%,+19.69%,24.51,,16.95,15.18,1.24,3.95,NYQ,23.10,3266759,IPG
1939980,25.58,-0.05,3.49,9.84,-0.55,30.30,-0.05 - -0.06%,-0.06%,81.99,81.11,81.11 - 81.99,3/31/2017,1.60,1.97,1.93B,4.47,1.44,4.97,5.64,78.13,4:02pm,21.43B,84.63,81.58,2.02,14.47,-0.67%,-0.06%,+4.46%,+13.71%,+59.04%,81.67,3.19,18.26,16.42,1.59,2.74,NYQ,71.78,1914228,IR
1476400,8.07,+0.25,2.45,2.19,-4.20,9.01,+0.25 - +0.67%,+0.67%,37.30,36.86,36.86 - 37.30,12/30/2016,2.20,5.88,1.00B,1.11,0.29,1.27,0.26,34.85,2:11pm,9.83B,40.80,36.88,3.39,141.29,-10.12%,+0.67%,+7.02%,+6.24%,+31.85%,37.05,4.59,33.60,29.37,2.93,11.14,NYQ,35.11,525519,IRM
366785,148.91,+1.82,44.11,41.39,-10.51,186.28,+1.82 - +0.25%,+0.25%,719.30,710.51,710.51 - 719.30,,,,1.05B,23.49,5.86,26.53,18.73,672.63,4:00pm,27.80B,745.00,711.63,2.58,38.27,-1.45%,+0.25%,+6.56%,+6.13%,+35.12%,714.92,4.80,30.51,27.02,10.25,9.03,NMS,675.35,303146,ISRG
1278400,12.26,+0.13,4.44,8.67,-0.43,36.74,+0.13 - +0.10%,+0.10%,129.98,128.90,128.90 - 129.98,1/11/2017,2.60,2.03,3.53B,6.17,1.60,6.83,5.70,125.29,3:55pm,44.96B,133.33,129.19,2.26,22.76,-0.33%,+0.10%,+3.55%,+7.16%,+39.51%,129.60,10.57,20.99,18.99,3.30,4.35,NYQ,121.06,677652,ITW
3219350,18.94,+0.69,2.01,2.06,-0.65,9.67,+0.69 - +2.16%,+2.16%,32.71,32.11,32.11 - 32.71,3/3/2017,1.12,3.52,1.35B,2.40,0.58,2.71,2.06,30.68,2:56pm,13.36B,33.09,32.37,1.79,15.87,-1.95%,+2.16%,+6.54%,+6.73%,+42.01%,32.00,1.69,13.62,12.06,2.76,2.24,NYQ,30.63,1947866,IVZ
927306,12.70,+1.17,2.69,12.28,-1.71,26.21,+1.17 - +1.18%,+1.18%,100.79,99.45,99.45 - 100.79,2/24/2017,0.92,0.92,1.08B,4.16,1.00,4.77,3.81,97.97,4:00pm,11.21B,104.63,99.45,1.93,26.42,-1.67%,+1.18%,+2.75%,+13.89%,+35.20%,99.50,7.83,24.20,21.10,1.69,3.65,NMS,88.39,727599,JBHT
5745130,20.8560,+0.2239,-0.9926,-2.2431,-7.2561,7.1589,+0.2239 - +0.5396%,+0.5396%,41.7300,40.6300,40.6300 - 41.7300,1/6/2017,1.1200,2.6800,3.76B,2.6600,0.7200,3.0800,-1.3410,42.7065,3:24pm,39.16B,49.9500,41.3500,1.1600,,-14.8174%,+0.5396%,-2.3242%,-5.1029%,+20.7174%,41.4900,1.9894,15.6819,13.5435,0.9721,1.4700,NYQ,43.9570,7189519,JCI
1053500,33.59,+0.94,0.10,3.10,-5.10,21.63,+0.94 - +1.64%,+1.64%,58.40,57.21,57.21 - 58.40,3/17/2017,0.60,1.05,642.12M,3.13,0.82,3.47,1.85,58.22,4:00pm,7.06B,59.90,57.45,2.93,31.52,-8.04%,+1.64%,+0.17%,+5.61%,+58.95%,57.38,1.71,18.75,16.81,0.65,3.77,NYQ,55.22,1146102,JEC
6908500,26.728,+0.805,2.664,0.392,-8.905,14.935,+0.805 - +0.692%,+0.692%,117.170,115.590,115.590 - 117.170,3/14/2017,3.200,2.780,24.81B,7.040,1.810,7.380,5.930,114.501,3:09pm,318.75B,125.060,115.900,2.800,19.758,-7.064%,+0.692%,+2.327%,+0.336%,+14.609%,116.360,4.353,16.643,15.876,4.403,2.180,NYQ,116.773,4082115,JNJ
3791950,13.09,+0.08,0.20,2.45,-1.25,6.78,+0.08 - +0.29%,+0.29%,28.04,27.81,27.81 - 28.04,3/22/2017,0.40,1.45,1.12B,2.19,0.53,2.35,1.55,27.76,4:02pm,10.62B,28.43,27.88,1.15,18.04,-4.28%,+0.29%,+0.71%,+9.61%,+32.04%,27.88,2.13,12.77,11.90,2.12,1.95,NYQ,25.51,2805247,JNPR
16432200,63.89,+1.14,4.64,15.54,-0.17,36.37,+1.14 - +1.27%,+1.27%,90.87,89.35,89.35 - 90.87,1/31/2017,1.92,2.21,0.00,6.55,1.65,7.47,6.19,86.06,3:28pm,323.86B,89.21,90.08,2.20,14.65,-0.19%,+1.27%,+5.39%,+20.67%,+66.94%,89.56,1.40,13.85,12.14,3.54,2.17,NYQ,75.16,13887351,JPM
3202900,4.97,+0.71,1.05,-4.58,-16.67,11.14,+0.71 - +1.56%,+1.56%,46.47,45.44,45.44 - 46.47,12/13/2016,1.48,3.29,1.59B,2.93,0.32,3.08,1.88,45.10,3:45pm,8.00B,49.65,45.66,3.10,24.56,-26.54%,+1.56%,+2.32%,-9.02%,+31.82%,45.44,9.15,15.75,14.98,0.54,8.52,NYQ,50.73,3555757,JWN
1642060,5.44,+0.27,3.16,0.22,-10.97,5.46,+0.27 - +0.36%,+0.36%,76.19,74.53,74.53 - 76.19,12/15/2016,2.08,2.74,2.25B,3.95,0.97,4.34,1.96,73.03,3:04pm,26.74B,82.75,75.28,2.77,38.87,-12.59%,+0.36%,+4.33%,+0.29%,+7.71%,75.92,13.95,19.29,17.56,2.05,2.88,NYQ,75.97,1408017,K
13089200,12.5770,+0.2101,0.8627,3.9251,-0.1299,8.9301,+0.2101 - +1.1134%,+1.1134%,19.2100,18.8800,18.8800 - 19.2100,3/15/2017,0.3400,1.8600,0.00,1.3100,0.3200,1.5100,0.8010,18.2174,2:23pm,20.59B,19.9000,19.1200,1.2700,23.8203,-0.6762%,+1.1134%,+4.7356%,+25.8997%,+87.9813%,18.8700,1.5004,14.5650,12.6358,4.3086,1.6700,NYQ,15.1550,11404244,KEY
2746610,47.341,+0.285,2.810,3.952,-0.205,20.075,+0.285 - +0.314%,+0.314%,91.300,90.260,90.260 - 91.300,12/16/2016,2.400,2.660,8.71B,3.240,0.940,3.900,2.272,88.285,4:00pm,110.89B,90.290,91.130,1.270,40.095,-0.225%,+0.314%,+3.183%,+4.535%,+28.267%,90.810,1.918,27.773,23.358,4.132,4.650,NMS,87.143,3060531,KHC
3315690,12.366,-0.475,-0.892,-3.048,-8.035,0.185,-0.475 - -1.925%,-1.925%,24.650,24.020,24.020 - 24.650,4/17/2017,1.080,4.310,748.30M,0.640,0.160,0.700,0.790,25.097,3:24pm,10.29B,27.470,24.650,12.280,30.639,-24.922%,-1.925%,-3.553%,-11.185%,+0.770%,24.680,1.996,37.820,34.579,8.947,3.990,NYQ,27.253,2768565,KIM
1547590,6.16,+0.50,4.57,11.45,-0.63,22.71,+0.50 - +0.57%,+0.57%,87.58,86.69,86.69 - 87.58,3/1/2017,2.16,2.49,1.25B,5.75,1.53,6.08,5.50,82.92,2:43pm,13.71B,86.67,86.99,1.26,15.90,-0.71%,+0.57%,+5.51%,+15.06%,+35.06%,86.99,14.13,15.22,14.39,4.18,1.88,NMS,76.04,370362,KLAC
1866960,-0.29,+1.53,5.96,4.18,-14.46,13.11,+1.53 - +1.25%,+1.25%,124.68,122.96,122.96 - 124.68,4/4/2017,3.88,3.14,4.08B,6.30,1.52,6.76,5.99,118.45,4:02pm,44.32B,125.00,123.46,2.65,20.77,-10.41%,+1.25%,+5.03%,+3.48%,+11.78%,122.88,,19.75,18.40,2.41,2.56,NYQ,120.23,1710145,KMB
