AfterHoursChangeRealtime,AnnualizedGain,Ask,AskRealtime,AverageDailyVolume,Bid,BidRealtime,BookValue,Change,ChangeFromFiftydayMovingAverage,ChangeFromTwoHundreddayMovingAverage,ChangeFromYearHigh,ChangeFromYearLow,ChangePercentRealtime,ChangeRealtime,Change_PercentChange,ChangeinPercent,Commission,Currency,DaysHigh,DaysLow,DaysRange,DaysRangeRealtime,DaysValueChange,DaysValueChangeRealtime,DividendPayDate,DividendShare,DividendYield,EBITDA,EPSEstimateCurrentYear,EPSEstimateNextQuarter,EPSEstimateNextYear,EarningsShare,ErrorIndicationreturnedforsymbolchangedinvalid,ExDividendDate,FiftydayMovingAverage,HighLimit,HoldingsGain,HoldingsGainPercent,HoldingsGainPercentRealtime,HoldingsGainRealtime,HoldingsValue,HoldingsValueRealtime,LastTradeDate,LastTradeDateTimeUTC,LastTradePriceOnly,LastTradeRealtimeWithTime,LastTradeTime,LastTradeWithTime,LowLimit,MarketCapRealtime,MarketCapitalization,MoreInfo,Name,Notes,OneyrTargetPrice,Open,OrderBookRealtime,PEGRatio,PERatio,PERatioRealtime,PercebtChangeFromYearHigh,PercentChange,PercentChangeFromFiftydayMovingAverage,PercentChangeFromTwoHundreddayMovingAverage,PercentChangeFromYearLow,PreviousClose,PriceBook,PriceEPSEstimateCurrentYear,PriceEPSEstimateNextYear,PricePaid,PriceSales,SharesOwned,ShortRatio,StockExchange,Symbol,TickerTrend,TradeDate,TwoHundreddayMovingAverage,Volume,YearHigh,YearLow,YearRange,symbol
,,,,1258270,,,8.58,+0.68,-0.32,5.74,-2.83,13.81,,,+0.68 - +1.43%,+1.43%,,USD,48.25,47.35,47.35 - 48.25,,,,3/15/2017,0.96,2.03,616.82M,2.67,0.69,2.87,2.67,,11/22/2016,48.47,,,,,,,,2/15/2017,2017-02-15 21:02:00 UTC+0000,48.15,,4:02pm,4:02pm - <b>48.15</b>,,,6.09B,,Robert Half International Inc.,,47.26,47.35,,2.42,18.03,,-5.55%,+1.43%,-0.65%,+13.54%,+40.22%,47.47,5.53,18.03,16.78,,1.14,,2.52,NYQ,RHI,,,42.41,739212,50.98,34.34,34.34 - 50.98,RHI
,,,,1942670,,,7.12,+0.96,6.31,4.98,-1.68,17.39,,,+0.96 - +1.20%,+1.20%,,USD,81.36,79.59,79.59 - 81.36,,,,,,,398.37M,2.27,0.59,2.59,1.31,,,74.74,,,,,,,,2/15/2017,2017-02-15 21:04:00 UTC+0000,81.05,,4:04pm,4:04pm - <b>81.05</b>,,,14.45B,,"Red Hat, Inc. Common Stock",,86.20,79.93,,2.24,61.87,,-2.03%,+1.20%,+8.45%,+6.55%,+27.32%,80.09,11.25,35.70,31.29,,6.14,,0.32,NYQ,RHT,,,76.07,1769554,82.73,63.66,63.66 - 82.73,RHT
,,,,13699300,,,41.27,-0.24,-1.31,1.50,-3.29,5.70,,,-0.24 - -1.76%,-1.76%,,USD,13.61,13.15,13.15 - 13.61,,,,9/23/2015,0.00,0.00,1.77B,1.14,-0.04,-0.45,3.16,,8/21/2015,14.68,,,,,,,,2/15/2017,2017-02-15 21:02:00 UTC+0000,13.37,,4:02pm,4:02pm - <b>13.37</b>,,,4.89B,,Transocean Ltd (Switzerland) Co,,13.41,13.46,,-0.15,4.23,,-19.75%,-1.76%,-8.91%,+12.68%,+74.43%,13.61,0.33,11.73,,,1.15,,5.06,NYQ,RIG,,,11.87,9460582,16.66,7.66,7.66 - 16.66,RIG
,,,,1594110,,,43.92,-0.32,-6.79,-19.03,-34.83,3.55,,,-0.32 - -0.40%,-0.40%,,USD,79.99,78.74,78.74 - 79.99,,,,1/13/2017,2.00,2.51,1.01B,5.59,0.84,5.25,1.75,,12/28/2016,85.96,,,,,,,,2/15/2017,2017-02-15 21:04:00 UTC+0000,79.17,,4:04pm,4:04pm - <b>79.17</b>,,,6.51B,,Ralph Lauren Corporation Common,,81.00,79.68,,5.08,45.27,,-30.55%,-0.40%,-7.89%,-19.38%,+4.69%,79.49,1.81,14.16,15.08,,0.94,,6.65,NYQ,RL,,,98.20,1750734,114.00,75.62,75.62 - 114.00,RL
,,,,1067890,,,15.939,+0.505,8.881,24.710,-2.725,53.045,,,+0.505 - +0.332%,+0.332%,,USD,152.770,151.530,151.530 - 152.770,,,,3/10/2017,3.040,2.010,1.19B,6.290,1.560,6.820,5.808,,11/9/2016,143.834,,,,,,,,2/15/2017,2017-02-15 20:24:00 UTC+0000,152.715,,3:24pm,3:24pm - <b>152.715</b>,,,19.64B,,"Rockwell Automation, Inc. Commo",,148.580,151.530,,3.110,26.294,,-1.753%,+0.332%,+6.174%,+19.304%,+53.221%,152.210,9.550,24.279,22.392,,3.294,,2.150,NYQ,ROK,,,128.005,621402,155.440,99.670,99.670 - 155.440,ROK
,,,,568913,,,57.05,+1.37,16.69,25.80,-0.86,47.46,,,+1.37 - +0.67%,+0.67%,,USD,207.60,203.84,203.84 - 207.60,,,,1/23/2017,1.40,0.68,1.30B,9.08,2.24,10.00,6.43,,1/5/2017,190.05,,,,,,,,2/15/2017,2017-02-15 21:02:00 UTC+0000,206.74,,4:02pm,4:02pm - <b>206.74</b>,,,20.98B,,"Roper Technologies, Inc. Common",,221.82,204.21,,1.72,32.15,,-0.41%,+0.67%,+8.78%,+14.26%,+29.80%,205.37,3.60,22.77,20.67,,5.50,,5.20,NYQ,ROP,,,180.94,413444,207.60,159.28,159.28 - 207.60,ROP
,,69.00,,2632210,67.32,,6.72,+0.22,2.50,4.17,-0.89,16.92,,,+0.22 - +0.32%,+0.32%,,USD,68.95,68.39,68.39 - 68.95,,,,12/30/2016,0.54,0.78,2.04B,2.82,0.82,3.14,2.72,,12/5/2016,66.42,,,,,,,,2/15/2017,2017-02-15 21:00:00 UTC+0000,68.92,,4:00pm,4:00pm - <b>68.92</b>,,,27.16B,,"Ross Stores, Inc.",,71.40,68.51,,2.21,25.34,,-1.27%,+0.32%,+3.77%,+6.44%,+32.54%,68.70,10.22,24.44,21.95,,2.15,,3.00,NMS,ROST,,,64.75,2377356,69.81,52.00,52.00 - 69.81,ROST
,,,,4258190,,,22.40,+0.19,-0.67,-3.49,-13.96,11.31,,,+0.19 - +0.58%,+0.58%,,USD,33.57,32.63,32.63 - 33.57,,,,12/30/2016,0.08,0.24,-324.08M,-0.16,0.13,0.59,-4.00,,12/14/2016,33.67,,,,,,,,2/15/2017,2017-02-15 21:03:00 UTC+0000,33.00,,4:03pm,4:03pm - <b>33.00</b>,,,8.05B,,Range Resources Corporation Com,,47.19,32.70,,-46.74,,,-29.73%,+0.58%,-2.00%,-9.57%,+52.14%,32.81,1.46,,55.93,,7.00,,2.58,NYQ,RRC,,,36.49,2831219,46.96,21.69,21.69 - 46.96,RRC
,,,,1199150,,,22.42,+0.68,1.75,5.57,-0.08,14.12,,,+0.68 - +1.16%,+1.16%,,USD,59.19,58.06,58.06 - 59.19,,,,1/16/2017,1.28,2.21,2.61B,2.20,0.53,2.36,1.72,,12/29/2016,57.36,,,,,,,,2/15/2017,2017-02-15 21:00:00 UTC+0000,59.11,,4:00pm,4:00pm - <b>59.11</b>,,,20.10B,,"Republic Services, Inc. Common",,58.67,58.09,,2.71,34.37,,-0.14%,+1.16%,+3.05%,+10.40%,+31.38%,58.43,2.61,26.87,25.05,,2.14,,5.46,NYQ,RSG,,,53.54,1299787,59.19,44.99,44.99 - 59.19,RSG
,,,,1814410,,,34.22,+0.61,5.45,9.50,-0.97,32.58,,,+0.61 - +0.40%,+0.40%,,USD,152.18,150.73,150.73 - 152.18,,,,2/2/2017,2.93,1.93,3.76B,7.40,1.83,8.30,7.44,,12/30/2016,146.51,,,,,,,,2/15/2017,2017-02-15 21:02:00 UTC+0000,151.96,,4:02pm,4:02pm - <b>151.96</b>,,,44.71B,,Raytheon Company Common Stock,,167.39,151.59,,1.69,20.42,,-0.63%,+0.40%,+3.72%,+6.67%,+27.29%,151.35,4.42,20.54,18.31,,1.85,,1.35,NYQ,RTN,,,142.46,1763204,152.93,119.38,119.38 - 152.93,RTN
,,56.90,,9237680,56.86,,3.98,+0.28,0.20,1.21,-4.78,6.02,,,+0.28 - +0.49%,+0.49%,,USD,56.88,56.31,56.31 - 56.88,,,,2/24/2017,0.90,1.60,4.95B,2.13,0.55,2.45,1.95,,2/7/2017,56.66,,,,,,,,2/15/2017,2017-02-15 21:00:00 UTC+0000,56.86,,4:00pm,4:00pm - <b>56.86</b>,,,82.87B,,Starbucks Corporation,,64.56,56.56,,1.70,29.16,,-7.75%,+0.49%,+0.36%,+2.17%,+11.84%,56.58,14.22,26.69,23.21,,3.80,,1.36,NMS,SBUX,,,55.65,6947661,61.64,50.84,50.84 - 61.64,SBUX
,,,,785360,,,39.71,+0.61,-3.25,-4.03,-8.94,4.62,,,+0.61 - +0.91%,+0.91%,,USD,67.50,65.08,65.08 - 67.50,,,,1/1/2017,2.30,3.32,1.54B,4.11,1.47,4.24,3.98,,12/8/2016,70.72,,,,,,,,2/15/2017,2017-02-15 21:02:00 UTC+0000,67.47,,4:02pm,4:02pm - <b>67.47</b>,,,9.64B,,SCANA Corporation Common Stock,,73.11,66.15,,2.85,16.95,,-11.70%,+0.91%,-4.60%,-5.64%,+7.35%,66.86,1.68,16.42,15.91,,2.31,,4.79,NYQ,SCG,,,71.50,1735680,76.41,62.85,62.85 - 76.41,SCG
,,,,8805510,,,10.03,+0.90,1.33,7.00,-0.45,19.16,,,+0.90 - +2.18%,+2.18%,,USD,42.46,41.31,41.31 - 42.46,,,,2/24/2017,0.32,0.80,0.00,1.58,0.38,1.95,1.31,,2/8/2017,40.83,,,,,,,,2/15/2017,2017-02-15 21:02:00 UTC+0000,42.16,,4:02pm,4:02pm - <b>42.16</b>,,,55.89B,,Charles Schwab Corporation (The,,45.31,41.63,,1.33,32.18,,-1.06%,+2.18%,+3.26%,+19.91%,+83.30%,41.26,4.11,26.68,21.62,,7.33,,2.78,NYQ,SCHW,,,35.16,11623374,42.61,23.00,23.00 - 42.61,SCHW
,,,,3234060,,,10.65,-0.50,-0.31,0.96,-2.31,14.02,,,-0.50 - -1.19%,-1.19%,,USD,42.18,41.66,41.66 - 42.18,,,,3/1/2017,1.76,4.18,2.41B,1.17,0.39,1.40,0.46,,2/13/2017,42.00,,,,,,,,2/15/2017,2017-02-15 21:04:00 UTC+0000,41.69,,4:04pm,4:04pm - <b>41.69</b>,,,29.24B,,Spectra Energy Corp Common Stoc,,43.00,41.92,,3.21,91.63,,-5.25%,-1.19%,-0.74%,+2.35%,+50.67%,42.19,3.96,35.63,29.78,,6.00,,3.93,NYQ,SE,,,40.73,3512881,44.00,27.67,27.67 - 44.00,SE
,,,,1637730,,,3.17,+0.50,-0.41,0.93,-5.21,5.61,,,+0.50 - +1.06%,+1.06%,,USD,47.75,47.00,47.00 - 47.75,,,,12/16/2016,0.64,1.34,1.05B,2.76,0.72,3.06,2.46,,11/30/2016,48.03,,,,,,,,2/15/2017,2017-02-15 21:02:00 UTC+0000,47.62,,4:02pm,4:02pm - <b>47.62</b>,,,9.16B,,Sealed Air Corporation Common S,,52.57,47.02,,1.96,19.36,,-9.86%,+1.06%,-0.86%,+1.99%,+13.35%,47.12,14.87,17.25,15.56,,1.34,,4.06,NYQ,SEE,,,46.69,1192064,52.83,42.01,42.01 - 52.83,SEE
,,,,866927,,,17.37,+0.01,19.92,31.95,-2.57,70.43,,,+0.01 - +0.00%,+0.00%,,USD,310.10,307.32,307.32 - 310.10,,,,12/2/2016,3.36,1.10,1.95B,13.80,4.47,15.28,11.99,,11/16/2016,289.99,,,,,,,,2/15/2017,2017-02-15 21:02:00 UTC+0000,309.91,,4:02pm,4:02pm - <b>309.91</b>,,,28.54B,,Sherwin-Williams Company (The),,325.43,309.22,,2.10,25.85,,-0.82%,+0.00%,+6.87%,+11.50%,+29.41%,309.90,17.84,22.46,20.28,,2.41,,1.02,NYQ,SHW,,,277.96,570327,312.48,239.48,239.48 - 312.48,SHW
,,,,1526260,,,32.06,+0.83,-6.84,-9.29,-50.00,4.66,,,+0.83 - +1.11%,+1.11%,,USD,75.70,74.00,74.00 - 75.70,,,,2/28/2017,1.04,1.42,905.10M,7.42,2.07,7.89,6.68,,1/25/2017,82.29,,,,,,,,2/15/2017,2017-02-15 21:01:00 UTC+0000,75.45,,4:01pm,4:01pm - <b>75.45</b>,,,5.25B,,Signet Jewelers Limited Common,,108.07,74.63,,0.84,11.29,,-39.86%,+1.11%,-8.32%,-10.97%,+6.58%,74.62,2.33,10.17,9.56,,0.77,,5.50,NYQ,SIG,,,84.74,893305,125.45,70.79,70.79 - 125.45,SIG
,,,,917677,,,61.67,+0.60,5.18,3.33,-18.78,16.74,,,+0.60 - +0.44%,+0.44%,,USD,138.73,137.26,137.26 - 138.73,,,,3/1/2017,3.00,2.17,1.69B,7.68,1.77,8.08,6.13,,2/8/2017,133.35,,,,,,,,2/15/2017,2017-02-15 21:00:00 UTC+0000,138.53,,4:00pm,4:00pm - <b>138.53</b>,,,16.13B,,J.M. Smucker Company (The) New,,138.46,137.51,,3.87,22.59,,-11.94%,+0.44%,+3.88%,+2.46%,+13.74%,137.93,2.24,17.99,17.14,,2.14,,5.89,NYQ,SJM,,,135.20,1161694,157.31,121.79,121.79 - 157.31,SJM
,,,,5510880,,,29.52,-0.71,-2.51,0.14,-6.09,11.35,,,-0.71 - -0.86%,-0.86%,,USD,82.37,81.62,81.62 - 82.37,,,,4/17/2017,2.00,2.38,6.38B,1.79,0.37,3.40,-1.24,,2/13/2017,84.26,,,,,,,,2/15/2017,2017-02-15 21:00:00 UTC+0000,81.75,,4:00pm,4:00pm - <b>81.75</b>,,,113.75B,,Schlumberger N.V. Common Stock,,96.79,82.00,,-56.88,,,-6.93%,-0.86%,-2.97%,+0.17%,+16.12%,82.46,2.79,45.67,24.04,,4.13,,2.87,NYQ,SLB,,,81.61,4915443,87.84,70.40,70.40 - 87.84,SLB
,,,,753732,,,70.63,+0.12,2.91,2.35,-9.47,27.92,,,+0.12 - +0.11%,+0.11%,,USD,111.54,109.55,109.55 - 111.54,,,,1/17/2017,3.10,2.82,1.06B,1.88,0.46,2.23,2.34,,12/29/2016,108.25,,,,,,,,2/15/2017,2017-02-15 21:02:00 UTC+0000,111.16,,4:02pm,4:02pm - <b>111.16</b>,,,11.18B,,SL Green Realty Corporation Com,,120.00,110.65,,1.26,47.57,,-7.85%,+0.11%,+2.69%,+2.16%,+33.54%,111.04,1.57,59.13,49.85,,5.95,,7.35,NYQ,SLG,,,108.81,524981,120.63,83.24,83.24 - 120.63,SLG
,,,,443573,,,45.12,+2.43,1.38,13.42,-6.38,33.65,,,+2.43 - +1.41%,+1.41%,,USD,175.78,172.24,172.24 - 175.78,,,,3/10/2017,2.84,1.67,939.60M,10.07,2.55,11.04,9.20,,11/16/2016,173.97,,,,,,,,2/15/2017,2017-02-15 21:00:00 UTC+0000,175.35,,4:00pm,4:00pm - <b>175.35</b>,,,10.17B,,Snap-On Incorporated Common Sto,,197.17,172.50,,1.71,19.06,,-3.51%,+1.41%,+0.79%,+8.29%,+23.75%,172.92,3.83,17.41,15.88,,2.70,,7.41,NYQ,SNA,,,161.93,553152,181.73,141.70,141.70 - 181.73,SNA
,,77.27,,970984,,,15.70,+0.28,2.17,9.25,-1.34,23.08,,,+0.28 - +0.36%,+0.36%,,USD,77.86,76.92,76.92 - 77.86,,,,12/10/2016,1.00,1.28,1.48B,5.27,1.26,5.32,6.05,,11/28/2016,75.01,,,,,,,,2/15/2017,2017-02-15 21:00:00 UTC+0000,77.18,,4:00pm,4:00pm - <b>77.18</b>,,,9.96B,,"Scripps Networks Interactive, I",,72.00,76.92,,1.50,12.75,,-1.71%,+0.36%,+2.90%,+13.62%,+42.66%,76.90,4.90,14.65,14.51,,2.95,,10.57,NMS,SNI,,,67.93,1624441,78.52,54.10,54.10 - 78.52,SNI
,,,,4500760,,,25.05,-0.24,-0.58,-1.70,-6.29,2.15,,,-0.24 - -0.49%,-0.49%,,USD,48.40,47.95,47.95 - 48.40,,,,3/6/2017,2.24,4.55,7.41B,2.90,0.70,2.99,2.66,,11/17/2016,48.93,,,,,,,,2/15/2017,2017-02-15 21:00:00 UTC+0000,48.35,,4:00pm,4:00pm - <b>48.35</b>,,,47.38B,,Southern Company (The) Common S,,50.78,48.35,,5.39,18.16,,-11.51%,-0.49%,-1.19%,-3.40%,+4.65%,48.59,1.94,16.67,16.17,,2.60,,5.09,NYQ,SO,,,50.05,6015073,54.64,46.20,46.20 - 54.64,SO
,,,,1654930,,,13.58,-2.40,-3.61,-15.78,-50.56,5.43,,,-2.40 - -1.33%,-1.33%,,USD,180.83,176.84,176.84 - 180.83,,,,2/28/2017,7.00,3.84,4.02B,6.49,1.52,6.79,5.87,,2/10/2017,182.15,,,,,,,,2/15/2017,2017-02-15 21:00:00 UTC+0000,178.54,,4:00pm,4:00pm - <b>178.54</b>,,,56.10B,,"Simon Property Group, Inc. Comm",,210.30,180.43,,2.82,30.42,,-22.07%,-1.33%,-1.98%,-8.12%,+3.14%,180.94,13.32,27.51,26.29,,10.51,,2.95,NYQ,SPG,,,194.32,1954942,229.10,173.11,173.11 - 229.10,SPG
,,,,1474520,,,2.52,+1.41,11.26,8.08,-0.35,45.44,,,+1.41 - +1.11%,+1.11%,,USD,128.68,126.30,126.30 - 128.68,,,,3/10/2017,1.64,1.30,2.47B,6.01,1.58,6.66,7.94,,11/23/2016,117.07,,,,,,,,2/15/2017,2017-02-15 21:02:00 UTC+0000,128.33,,4:02pm,4:02pm - <b>128.33</b>,,,33.16B,,S&P Global Inc. Common Stock,,140.42,126.52,,1.76,16.16,,-0.27%,+1.11%,+9.62%,+6.72%,+54.82%,126.92,50.45,21.35,19.27,,5.79,,1.42,NYQ,SPGI,,,120.25,908020,128.68,82.89,82.89 - 128.68,SPGI
,,9.46,,6671140,9.17,,7.14,+0.00,0.31,0.65,-1.91,2.22,,,+0.00 - +0.00%,+0.00%,,USD,9.47,9.35,9.35 - 9.47,,,,1/12/2017,0.48,5.25,1.36B,0.88,0.17,0.91,-0.71,,12/19/2016,9.15,,,,,,,,2/15/2017,2017-02-15 21:00:00 UTC+0000,9.46,,4:00pm,4:00pm - <b>9.46</b>,,,6.15B,,"Staples, Inc.",,9.92,9.46,,8.08,,,-16.80%,+0.00%,+3.38%,+7.41%,+30.66%,9.46,1.32,10.75,10.40,,0.30,,2.66,NMS,SPLS,,,8.81,4871621,11.37,7.24,7.24 - 11.37,SPLS
,,80.50,,1027420,78.81,,33.47,-0.17,-0.59,-1.41,-51.55,5.87,,,-0.17 - -0.22%,-0.22%,,USD,78.31,76.80,76.80 - 78.31,,,,,,,742.64M,4.46,1.10,4.62,2.75,,,77.98,,,,,,,,2/15/2017,2017-02-15 21:00:00 UTC+0000,77.39,,4:00pm,4:00pm - <b>77.39</b>,,,6.58B,,"Stericycle, Inc.",,87.43,77.25,,2.11,28.13,,-39.98%,-0.22%,-0.75%,-1.79%,+8.21%,77.56,2.32,17.35,16.75,,1.86,,7.81,NMS,SRCL,,,78.80,861333,128.94,71.52,71.52 - 128.94,SRCL
,,,,1020040,,,49.3080,-0.8025,1.2155,-0.0855,-11.1325,10.5775,,,-0.8025 - -0.7692%,-0.7692%,,USD,103.9800,103.1900,103.1900 - 103.9800,,,,1/15/2017,3.0200,2.8900,2.83B,4.8200,1.6900,5.1100,5.3890,,12/27/2016,102.3120,,,,,,,,2/15/2017,2017-02-15 15:53:00 UTC+0000,103.5275,,10:53am,10:53am - <b>103.5275</b>,,,25.92B,,Sempra Energy Common Stock,,115.0700,103.3400,,3.4800,19.2109,,-9.7091%,-0.7692%,+1.1880%,-0.0825%,+11.3798%,104.3300,2.1159,21.4787,20.2598,,2.6086,,5.0300,NYQ,SRE,,,103.6130,146715,114.6600,92.9500,92.9500 - 114.6600,SRE
,,,,3786890,,,45.56,+0.45,3.69,10.85,-0.27,27.90,,,+0.45 - +0.76%,+0.76%,,USD,60.31,59.47,59.47 - 60.31,,,,12/15/2016,1.04,1.80,0.00,3.84,0.97,4.33,3.60,,11/28/2016,56.35,,,,,,,,2/15/2017,2017-02-15 21:01:00 UTC+0000,60.04,,4:01pm,4:01pm - <b>60.04</b>,,,29.51B,,"SunTrust Banks, Inc. Common Sto",,59.90,59.83,,3.43,16.68,,-0.45%,+0.76%,+6.55%,+22.06%,+86.81%,59.59,1.31,15.64,13.87,,3.59,,3.26,NYQ,STI,,,49.19,3211214,60.31,32.14,32.14 - 60.31,STI
,,,,2255810,,,47.19,+0.46,2.86,7.75,-1.58,31.31,,,+0.46 - +0.56%,+0.56%,,USD,82.31,81.49,81.49 - 82.31,,,,1/18/2017,1.52,1.95,0.00,5.79,1.54,6.51,4.97,,12/29/2016,79.05,,,,,,,,2/15/2017,2017-02-15 21:02:00 UTC+0000,81.91,,4:02pm,4:02pm - <b>81.91</b>,,,31.28B,,State Street Corporation Common,,85.64,81.73,,1.84,16.48,,-1.89%,+0.56%,+3.62%,+10.45%,+61.88%,81.45,1.73,14.15,12.58,,3.05,,2.31,NYQ,STT,,,74.16,1792953,83.49,50.60,50.60 - 83.49,STT
,,48.30,,5015270,48.14,,5.16,+0.30,6.94,10.91,-0.38,29.73,,,+0.30 - +0.63%,+0.63%,,USD,48.53,47.50,47.50 - 48.53,,,,4/5/2017,2.52,5.42,1.71B,4.49,1.07,4.55,1.71,,12/19/2016,41.21,,,,,,,,2/15/2017,2017-02-15 21:00:00 UTC+0000,48.15,,4:00pm,4:00pm - <b>48.15</b>,,,14.21B,,Seagate Technology PLC,,45.56,47.93,,0.60,28.09,,-0.78%,+0.63%,+16.85%,+29.29%,+161.40%,47.85,9.27,10.72,10.58,,1.29,,5.52,NMS,STX,,,37.24,4970345,48.53,18.42,18.42 - 48.53,STX
,,,,2030880,,,35.26,+0.32,4.70,-2.95,-17.34,18.96,,,+0.32 - +0.21%,+0.21%,,USD,156.31,155.06,155.06 - 156.31,,,,2/23/2017,1.60,1.03,2.40B,6.65,1.88,7.52,6.46,,2/7/2017,151.51,,,,,,,,2/15/2017,2017-02-15 21:02:00 UTC+0000,156.21,,4:02pm,4:02pm - <b>156.21</b>,,,30.63B,,"Constellation Brands, Inc. Comm",,176.00,155.52,,1.33,24.17,,-9.99%,+0.21%,+3.10%,-1.86%,+13.81%,155.89,4.42,23.49,20.77,,4.22,,2.19,NYQ,STZ,,,159.16,937395,173.55,137.25,137.25 - 173.55,STZ
,,,,935700,,,43.17,+0.92,6.12,6.09,-2.06,35.77,,,+0.92 - +0.73%,+0.73%,,USD,126.98,125.50,125.50 - 126.98,,,,12/20/2016,2.32,1.84,1.85B,6.95,1.91,7.58,6.51,,11/30/2016,120.59,,,,,,,,2/15/2017,2017-02-15 21:02:00 UTC+0000,126.71,,4:02pm,4:02pm - <b>126.71</b>,,,18.64B,,"Stanley Black & Decker, Inc. Co",,133.69,125.66,,1.76,19.46,,-1.60%,+0.73%,+5.08%,+5.05%,+39.33%,125.79,2.91,18.23,16.72,,1.62,,2.39,NYQ,SWK,,,120.62,591362,128.77,90.94,90.94 - 128.77,SWK
,,93.10,,2444650,92.11,,19.81,+0.33,7.53,14.94,-2.36,35.02,,,+0.33 - +0.36%,+0.36%,,USD,92.61,91.25,91.25 - 92.61,,,,2/23/2017,1.12,1.21,1.37B,6.21,1.49,7.07,4.73,,1/31/2017,84.60,,,,,,,,2/15/2017,2017-02-15 21:00:00 UTC+0000,92.13,,4:00pm,4:00pm - <b>92.13</b>,,,17.04B,,"Skyworks Solutions, Inc.",,92.57,92.02,,1.01,19.49,,-2.50%,+0.36%,+8.90%,+19.36%,+61.32%,91.80,4.63,14.84,13.03,,5.18,,3.47,NMS,SWKS,,,77.19,1560843,94.49,57.11,57.11 - 94.49,SWKS
,,,,14160200,,,2.30,+0.13,-0.65,-2.83,-6.56,3.73,,,+0.13 - +1.46%,+1.46%,,USD,9.14,8.86,8.86 - 9.14,,,,,0.00,0.00,650.00M,-0.01,0.23,0.82,-11.38,,4/18/2000,9.68,,,,,,,,2/15/2017,2017-02-15 21:01:00 UTC+0000,9.03,,4:01pm,4:01pm - <b>9.03</b>,,,4.41B,,Southwestern Energy Company Com,,13.39,8.98,,-14.99,,,-42.08%,+1.46%,-6.73%,-23.84%,+70.38%,8.90,3.87,,11.01,,1.78,,3.28,NYQ,SWN,,,11.86,11122502,15.59,5.30,5.30 - 15.59,SWN
,,,,6228940,,,17.37,-0.04,0.91,5.82,-0.78,14.03,,,-0.04 - -0.11%,-0.11%,,USD,37.75,37.17,37.17 - 37.75,,,,2/16/2017,0.52,1.42,0.00,3.05,0.74,3.39,2.71,,2/2/2017,36.37,,,,,,,,2/15/2017,2017-02-15 21:01:00 UTC+0000,37.28,,4:01pm,4:01pm - <b>37.28</b>,,,30.47B,,Synchrony Financial Common Stoc,,42.91,37.33,,1.13,13.76,,-2.04%,-0.11%,+2.49%,+18.51%,+60.34%,37.32,2.15,12.22,11.00,,4.37,,1.42,NYQ,SYF,,,31.46,4284526,38.06,23.25,23.25 - 38.06,SYF
,,,,1434800,,,25.50,+0.50,3.87,9.22,-1.47,29.97,,,+0.50 - +0.40%,+0.40%,,USD,125.98,124.61,124.61 - 125.98,,,,4/28/2017,1.70,1.38,3.11B,6.41,1.52,7.04,4.35,,12/28/2016,121.89,,,,,,,,2/15/2017,2017-02-15 21:03:00 UTC+0000,125.76,,4:03pm,4:03pm - <b>125.76</b>,,,47.10B,,Stryker Corporation Common Stoc,,130.95,124.70,,2.01,28.91,,-1.16%,+0.40%,+3.18%,+7.91%,+31.29%,125.26,4.91,19.62,17.86,,4.14,,4.59,NYQ,SYK,,,116.54,1039023,127.23,95.79,95.79 - 127.23,SYK
,,29.82,,7425730,25.67,,6.38,-0.16,1.96,3.72,-0.83,12.38,,,-0.16 - -0.56%,-0.56%,,USD,28.63,28.20,28.20 - 28.63,,,,3/15/2017,0.30,1.03,875.00M,1.19,0.39,1.76,3.32,,11/17/2016,26.56,,,,,,,,2/15/2017,2017-02-15 21:00:00 UTC+0000,28.52,,4:00pm,4:00pm - <b>28.52</b>,,,17.65B,,Symantec Corporation,,29.13,28.55,,1.61,8.59,,-2.83%,-0.56%,+7.38%,+15.02%,+76.70%,28.68,4.49,23.97,16.20,,4.70,,2.26,NMS,SYMC,,,24.80,8044852,29.35,16.14,16.14 - 29.35,SYMC
,,,,3530220,,,4.58,+0.02,-1.11,0.68,-4.32,10.70,,,+0.02 - +0.04%,+0.04%,,USD,52.86,52.22,52.22 - 52.86,,,,1/27/2017,1.32,2.51,3.00B,2.48,0.72,2.75,1.83,,1/4/2017,53.86,,,,,,,,2/15/2017,2017-02-15 21:01:00 UTC+0000,52.75,,4:01pm,4:01pm - <b>52.75</b>,,,28.50B,,Sysco Corporation Common Stock,,54.31,52.61,,1.78,28.76,,-7.57%,+0.04%,-2.05%,+1.31%,+25.45%,52.73,11.51,21.27,19.18,,0.54,,3.81,NYQ,SYY,,,52.07,4361148,57.07,42.05,42.05 - 57.07,SYY
,,,,21346900,,,20.06,+0.37,-0.44,0.78,-2.77,5.02,,,+0.37 - +0.91%,+0.91%,,USD,41.14,40.56,40.56 - 41.14,,,,2/1/2017,1.96,4.82,50.56B,2.95,0.76,3.04,2.10,,1/6/2017,41.56,,,,,,,,2/15/2017,2017-02-15 21:00:00 UTC+0000,41.12,,4:00pm,4:00pm - <b>41.12</b>,,,252.44B,,AT&T Inc.,,42.24,40.66,,1.64,19.58,,-6.31%,+0.91%,-1.07%,+1.94%,+13.91%,40.75,2.03,13.94,13.53,,1.53,,4.22,NYQ,T,,,40.34,23307797,43.89,36.10,36.10 - 43.89,T
